7489,0040202282002116727,Gold,Adult,>3K,1,2020,1,1
7537,0114002420269041072,Gold,Adult,0,1,2020,1,1
7593,2000111400117909180,Gold,Adult,>1K,1,2020,1,1
7597,0614079332021044004,Gold,Adult,<1K,0,2020,1,1
7639,0101800502107090212,Gold,Adult,>1K,0,2019,12,1
7656,0100061706190102745,Silver,Adult,>1K,1,2019,12,1
4409,0111001430618021078,Gold,Select,0,1,2020,1,1
4430,0701002403881604323,Gold,Select,0,1,2020,1,2
4466,0129150270400009548,Silver,Adult,>1K,1,2020,1,1
4497,2301061800120972103,Gold,Adult,<1K,1,2020,1,1
4540,0004137910704277308,Silver,Adult,>1K,1,2019,12,1
4566,0022111012700272003,Gold,Adult,>1K,0,2019,12,1
4596,0200701510011019250,Diamond,Adult,>10K,0,2019,12,1
4631,0067120940714953008,Silver,Adult,<1K,0,2020,1,1
4679,4200414310710706008,Silver,Adult,0,0,2019,12,1
4870,5701890800412100103,Gold,Adult,0,1,2020,1,1
4874,2260210100021077682,Gold,Adult,0,0,2020,1,1
4950,8014200534007027013,Silver,Adult,>1K,1,2020,1,1
4985,0607000011115298068,Gold,Adult,>1K,1,2020,1,1
5002,0540204000731043419,Silver,Adult,>100K,1,2020,1,3
5068,0032821012700422004,Silver,Adult,<1K,1,2020,1,1
5092,0200720407147046199,Gold,Adult,>10K,1,2019,12,1
5108,0008041727023303011,Gold,Adult,<1K,1,2020,1,1
5112,0507000012313298084,Gold,Adult,>1K,0,2020,1,2
5129,0731064421700087001,Gold,Select,<1K,0,2020,1,1
5230,0473100642004290000,Gold,Adult,>3K,1,2020,1,1
5297,5052210786040100071,Gold,Adult,<1K,1,2020,1,1
5368,2401740800305103422,Gold,Adult,0,0,2019,12,1
5410,0120120922700702703,Gold,Adult,0,1,2020,1,1
5431,0407000013318268067,Gold,Adult,>1K,0,2019,12,1
5452,2011104953010026078,Silver,Adult,>1K,1,2019,12,1
5473,0005212007271235002,Gold,Adult,>1K,1,2020,1,1
5525,0012104301107351027,Silver,Adult,0,0,2020,1,2
5555,2002012507017026091,Gold,Adult,0,1,2020,1,1
5620,0300314810370729102,Silver,Adult,>1K,1,2020,1,1
5651,1030727800024174030,Gold,Adult,<1K,1,2020,1,1
5657,2117100920000704443,Gold,Adult,>1K,0,2020,1,1
5662,2004014507017046085,Silver,Adult,<1K,1,2020,1,1
5754,0300324850070979100,Silver,Adult,>1K,1,2020,1,1
5761,0009134642200031176,Silver,Adult,>1K,0,2020,1,1
5775,7421034330100022039,Gold,Select,0,0,2020,1,1
5870,1711010002080820082,Gold,Adult,>3K,0,2020,1,1
5887,2010410980072009727,Silver,Adult,0,0,2020,1,1
5890,6900016544071021301,Silver,Adult,<1K,0,2020,1,1
5919,0000721322202117079,Gold,Adult,>3K,1,2020,1,2
5936,8013040803061068734,Gold,Select,0,0,2020,1,1
5979,2177100930002704436,Gold,Adult,>3K,1,2020,1,1
5998,1100071206148058104,Silver,Adult,<1K,1,2020,1,1
6080,7332051320100002021,Gold,Adult,<1K,0,2019,12,1
6081,3032210731020100075,Gold,Adult,>1K,0,2019,12,1
6087,7001140010301099108,Silver,Adult,>5K,0,2019,12,1
6251,2220211930790010008,Gold,Select,0,0,2019,12,1
6326,0007040271212293009,Silver,Adult,<1K,0,2019,12,1
6331,1473217303000109301,Silver,Adult,>1K,0,2020,1,1
6416,2701100402517200109,Gold,Adult,>1K,0,2020,1,1
6429,9138405210200201072,Gold,Adult,0,0,2020,1,1
6460,1412030110062072027,Gold,Select,0,0,2020,1,1
6511,8103900501107030324,Gold,Select,0,1,2020,1,1
6524,3010300670223605109,Gold,Adult,0,0,2019,12,1
6529,1130981920700010008,Gold,Adult,>1K,0,2019,12,1
6646,1070012900802215219,Gold,Adult,<1K,0,2020,1,1
6650,6607050000273417209,Silver,Adult,0,1,2020,1,1
6742,5100049604761304026,Silver,Select,0,1,2020,1,1
6821,5200013546071021206,Silver,Adult,0,0,2020,1,1
6822,0112002440562031079,Silver,Adult,>1K,0,2020,1,1
6831,0300026317201208024,Gold,Adult,<1K,0,2020,1,2
6848,0730206000771063413,Gold,Select,0,0,2019,12,1
6848,0730206000771063413,Gold,Select,0,0,2020,1,2
6878,1715090304029005138,Silver,Select,0,0,2020,1,2
6908,0722201101052283001,Gold,Adult,>1K,0,2020,1,2
6968,0701000403311904113,Gold,Select,0,0,2020,1,1
7047,7004138040101099105,Gold,Select,0,0,2020,1,1
7213,3300016501072031008,Diamond,Adult,>1K,0,2019,12,1
4366,1224000273200764049,Gold,Adult,0,0,2020,1,1
4390,0114002440223071072,Silver,Adult,0,1,2019,12,1
4396,5012020802011078701,Diamond,Adult,>10K,0,2020,1,11
4440,0300214830270879105,Silver,Adult,>1K,0,2019,12,1
4442,2003725506017006059,Diamond,Adult,<1K,0,2020,1,8
4498,6320102001272206005,Gold,Adult,>5K,1,2020,1,1
4592,0033021727043103013,Silver,Adult,0,0,2020,1,1
4605,2012002964010026076,Gold,Adult,<1K,0,2020,1,1
4651,3102003530701045076,Silver,Adult,>1K,0,2019,12,1
4740,0002030271811193801,Gold,Select,0,0,2020,1,1
4744,6071210762010100077,Gold,Adult,>5K,0,2020,1,1
4781,5906507110110509104,Silver,Select,>1K,0,2020,1,1
4824,0701600423400352176,Silver,Select,0,0,2020,1,1
4899,0701003402841604323,Gold,Adult,<1K,1,2019,12,1
4913,2101032800280172106,Gold,Adult,>5K,0,2020,1,3
5001,0745201101044433004,Silver,Adult,>10K,1,2019,12,1
5014,9013606542007037016,Gold,Adult,>5K,0,2020,1,1
5079,2001177744007001635,Gold,Select,0,0,2020,1,1
5104,1070031900002195218,Gold,Adult,<1K,0,2019,12,1
5117,0000610782247017705,Gold,Adult,0,0,2020,1,1
5123,7000122704187206001,Silver,Adult,0,0,2020,1,2
5210,7422013625000009108,Gold,Adult,>1K,0,2020,1,2
5284,1517000808015111006,Diamond,Adult,>10K,1,2020,1,3
5308,3241002540701025025,Gold,Adult,<1K,0,2020,1,1
5325,1003763100128024005,Gold,Adult,<1K,0,2020,1,1
5364,0040510712221017709,Gold,Adult,>1K,1,2019,12,1
5544,0001127910102657208,Gold,Adult,>5K,1,2020,1,2
5547,1020287800023104049,Gold,Adult,<1K,0,2019,12,1
5571,0001700472200232173,Gold,Select,0,0,2020,1,1
5578,0000741323202187027,Silver,Adult,0,0,2020,1,1
5614,0212010602400762474,Silver,Adult,<1K,0,2019,12,1
5623,1001751100159034608,Gold,Select,0,0,2020,1,1
5712,5008081930013318702,Gold,Select,0,0,2020,1,1
5798,0003440503172202215,Gold,Adult,>1K,0,2020,1,1
5802,8210410113041008709,Gold,Adult,>10K,0,2020,1,1
6044,0081831011700422001,Silver,Adult,0,1,2020,1,1
6062,0142015207301405035,Silver,Select,>1K,0,2020,1,2
6066,8060107001273006003,Diamond,Adult,0,0,2019,12,2
6382,7221040330100042041,Silver,Adult,<1K,0,2020,1,1
6383,0201300402400442173,Silver,Adult,0,0,2020,1,1
6492,0012071322021054009,Gold,Adult,0,1,2020,1,2
6509,0600213820270069108,Gold,Select,0,0,2020,1,1
6638,0402073100410391203,Gold,Adult,>1K,1,2020,1,1
6652,0410321774009809040,Silver,Adult,>5K,0,2020,1,1
6683,1001810624720003122,Gold,Adult,<1K,1,2020,1,2
6694,0071070020022101822,Gold,Adult,<1K,0,2020,1,2
6721,0600826317301308042,Gold,Adult,<1K,0,2019,12,1
6793,7012022701060704025,Diamond,Adult,>5K,0,2020,1,2
6797,5126302210200501078,Silver,Select,0,0,2020,1,1
6826,0008113642200011175,Silver,Adult,0,0,2020,1,1
6860,0747201101066273003,Gold,Adult,<1K,0,2019,12,1
6958,1692020110042072021,Gold,Adult,>3K,1,2019,12,1
7010,2917000420270405106,Silver,Adult,<1K,0,2019,12,1
7080,0100043707170302720,Gold,Adult,<1K,1,2020,1,2
7091,0708040000174217208,Gold,Adult,>3K,0,2019,12,1
7318,4220430105091008703,Gold,Adult,>10K,0,2020,1,1
7342,7012362701010104027,Gold,Select,0,0,2020,1,1
7346,2317050420260405100,Silver,Adult,>1K,1,2020,1,1
7357,0100012207305305026,Gold,Adult,>5K,1,2020,1,2
7368,1020090211222072002,Diamond,Adult,>1K,1,2019,12,1
7380,7015023381010403101,Gold,Select,0,0,2020,1,1
7389,1560401900307071025,Gold,Select,0,1,2020,1,2
7490,1010020241522072200,Gold,Adult,>3K,1,2019,12,1
7594,0600491572701028046,Gold,Adult,<1K,0,2020,1,1
7606,2182100920004704229,Gold,Adult,>3K,1,2020,1,1
7759,0013905303107711027,Silver,Select,0,0,2020,1,2
7772,0120120951700202182,Silver,Select,0,0,2020,1,1
4364,0210001670070206721,Diamond,Adult,>10K,1,2019,12,1
4371,0800381574601038025,Silver,Adult,0,0,2020,1,1
4413,1100072200222038602,Gold,Adult,>1K,1,2020,1,2
4442,2003725506017006059,Diamond,Adult,<1K,0,2019,12,1
4539,0100054703120292745,Silver,Adult,>3K,1,2020,1,2
4548,2201730800303103420,Gold,Adult,>1K,0,2020,1,2
4557,0071360020022101227,Gold,Adult,>10K,0,2020,1,2
4594,2102200502107080025,Diamond,Adult,0,0,2020,1,1
4634,1003071930092218705,Gold,Adult,0,0,2020,1,1
4677,2802100404617200209,Silver,Adult,<1K,1,2020,1,2
4696,0112003420486031073,Gold,Adult,>3K,0,2020,1,1
4731,4300000310710306609,Diamond,Adult,0,0,2020,1,1
4745,1100922310710306601,Gold,Adult,>1K,1,2019,12,1
4760,0017130900320373002,Diamond,Adult,>1K,1,2020,1,1
4802,5100700503207080234,Gold,Adult,0,1,2020,1,1
4896,0211010602100782337,Gold,Select,0,0,2020,1,3
4992,8660102001171206004,Gold,Adult,>10K,0,2020,1,3
5002,0540204000731043419,Silver,Adult,>100K,1,2019,12,1
5049,2201710800801103421,Gold,Adult,>10K,1,2019,12,1
5055,4700017526071021402,Gold,Adult,<1K,0,2020,1,1
5064,0003000271823003307,Diamond,Adult,>10K,0,2020,1,4
5132,2001107712002001723,Gold,Adult,>1K,0,2019,12,1
5230,0473100642004290000,Gold,Adult,>3K,1,2019,12,1
5231,4711010002090910086,Gold,Adult,0,0,2020,1,1
5287,6104500505107080324,Gold,Select,0,1,2020,1,1
5302,2196100910000704612,Gold,Adult,>3K,0,2020,1,1
5306,0401272100210861406,Silver,Adult,<1K,1,2020,1,1
5322,1074627302000109204,Diamond,Adult,>3K,1,2020,1,2
5357,5012809555007037019,Silver,Select,0,0,2020,1,1
5378,3310500621907808008,Diamond,Adult,>5K,1,2019,12,2
5432,0030120174402210004,Gold,Adult,>3K,0,2019,12,1
5473,0005212007271235002,Gold,Adult,>1K,1,2019,12,1
5520,3321002530701025034,Gold,Adult,>1K,1,2019,12,1
5548,0210210100011077541,Diamond,Adult,<1K,1,2019,12,1
5729,1002733100117024908,Gold,Adult,0,0,2020,1,1
5742,4110900611207308022,Gold,Adult,>5K,0,2020,1,1
5850,2121000220062070277,Gold,Adult,<1K,0,2020,1,1
5867,0067120920212293008,Gold,Adult,>3K,1,2020,1,2
5893,5210200621007108021,Gold,Adult,<1K,0,2020,1,2
5986,0071570010061101747,Silver,Adult,0,0,2020,1,1
6018,2002812504017026017,Gold,Adult,>3K,0,2020,1,1
6050,2801170801010425068,Gold,Adult,<1K,0,2020,1,1
6053,0010103287230027045,Gold,Adult,<1K,0,2020,1,1
6265,3003021920032218708,Gold,Adult,0,1,2020,1,1
6364,0012502309107481031,Gold,Adult,>5K,0,2020,1,1
6446,0082021727042303017,Silver,Adult,0,0,2020,1,1
6495,2902100402617200607,Gold,Adult,>10K,0,2020,1,2
6767,1742030303025005149,Gold,Adult,>1K,0,2020,1,2
6817,3007281331000010430,Silver,Adult,>1K,0,2020,1,1
6824,2300701520067019381,Gold,Adult,0,0,2020,1,1
6831,0300026317201208024,Gold,Adult,<1K,0,2019,12,1
6849,5003061940062318706,Gold,Select,0,0,2019,12,1
6852,1010090241122072209,Gold,Adult,<1K,0,2020,1,1
6871,0037120940314963004,Silver,Adult,<1K,1,2019,12,1
6873,0701171100610371407,Silver,Adult,>5K,0,2020,1,1
6874,2007497341000010463,Silver,Adult,>1K,0,2020,1,1
6907,0916074333021064004,Gold,Adult,>1K,0,2020,1,2
6917,0010300670148135201,Silver,Adult,0,0,2020,1,1
6994,8111000220041060477,Silver,Adult,0,1,2019,12,1
7034,2200701560023019457,Gold,Adult,>1K,0,2020,1,1
7106,0100054705180262740,Silver,Adult,>1K,0,2020,1,1
7131,1070083900208265515,Silver,Select,0,0,2020,1,1
7165,2200112310710506108,Gold,Adult,>1K,1,2020,1,2
7170,0400212890370549107,Gold,Adult,>5K,1,2019,12,2
7179,0009127910405547307,Silver,Select,0,0,2020,1,1
7218,1110000010428204577,Gold,Adult,<1K,0,2019,12,1
7255,0002114007841165008,Silver,Adult,0,0,2020,1,1
4372,6003082510307114907,Gold,Select,0,0,2020,1,2
4404,1020417800022174020,Gold,Adult,>10K,0,2020,1,2
4411,0009127632200021177,Gold,Select,0,1,2020,1,1
4421,0861012207106605019,Gold,Adult,<1K,1,2020,1,1
4429,0101120725701038096,Gold,Select,0,0,2019,12,1
4439,0003127910201837202,Diamond,Select,0,0,2019,12,1
4491,5700011526071021407,Gold,Adult,>1K,0,2020,1,5
4710,0328010600300762259,Gold,Adult,0,0,2019,12,1
4724,2001710637720003033,Gold,Adult,<1K,0,2020,1,1
4765,1475569301000109106,Silver,Adult,<1K,1,2020,1,1
4862,0210003420325021071,Gold,Adult,>5K,0,2020,1,2
4865,0862012207300605011,Gold,Adult,>10K,0,2020,1,1
4869,2133100920003704322,Gold,Adult,0,0,2020,1,1
4881,7015000420064128094,Gold,Adult,<1K,0,2019,12,1
4905,1070041900206185211,Gold,Adult,<1K,1,2020,1,1
4929,0000721324202187029,Gold,Adult,>3K,0,2019,12,1
4936,1010777800056154018,Silver,Select,0,0,2020,1,1
4946,4200701520005019212,Silver,Adult,<1K,0,2020,1,1
5017,2010210970642009721,Gold,Adult,<1K,0,2019,12,1
5087,7510620146041008709,Silver,Select,0,0,2020,1,1
5119,7242010612000009150,Silver,Adult,0,0,2019,12,1
5184,0001021727042503012,Silver,Adult,<1K,0,2020,1,1
5194,1070023900701065225,Gold,Adult,0,0,2020,1,1
5246,1001516505017026081,Gold,Adult,>10K,1,2020,1,1
5275,2300632310710806309,Gold,Adult,>1K,1,2019,12,1
5275,2300632310710806309,Gold,Adult,>1K,1,2020,1,1
5372,1030887800025194025,Gold,Adult,>3K,0,2020,1,2
5412,8009031920053218702,Gold,Adult,>100K,1,2019,12,1
5412,8009031920053218702,Gold,Adult,>100K,1,2020,1,5
5441,0070180172202210037,Gold,Adult,>1K,0,2020,1,1
5506,1125301210200501075,Silver,Select,0,0,2020,1,3
5587,7021027370100022024,Gold,Adult,0,0,2020,1,1
5679,7617000420022128064,Gold,Adult,<1K,0,2020,1,2
5680,0700212820270769102,Gold,Adult,0,1,2020,1,1
5691,2006091930003518704,Silver,Select,0,0,2020,1,1
5718,0116010601700752287,Gold,Adult,>1K,1,2019,12,1
5769,0124190270300909428,Gold,Adult,>5K,1,2019,12,1
5863,2100042606711204024,Gold,Adult,<1K,1,2020,1,1
5968,2121000200072080276,Gold,Adult,<1K,1,2020,1,1
5996,0213001640010286723,Gold,Select,0,0,2020,1,1
6023,1012010802011058725,Gold,Adult,0,0,2020,1,1
6055,0700111572201028023,Gold,Adult,<1K,0,2020,1,1
6088,0791100814010047485,Silver,Adult,<1K,0,2020,1,1
6126,0222012207208205010,Gold,Adult,>1K,1,2020,1,1
6285,1001751100178024606,Gold,Adult,>1K,0,2020,1,1
6299,7414000420093128060,Gold,Adult,<1K,0,2020,1,1
6358,5300701510027019339,Silver,Select,0,0,2020,1,1
6367,0000721316303127037,Gold,Adult,<1K,0,2020,1,1
6369,0201120726702028068,Gold,Adult,>1K,0,2020,1,1
6432,0400331572501028047,Gold,Adult,0,1,2020,1,1
6433,0621082431708037008,Gold,Adult,>1K,1,2020,1,1
6451,0000731368203137085,Gold,Select,0,1,2020,1,1
6478,0073030760312215007,Gold,Adult,>1K,0,2019,12,1
6499,0172103692008130004,Gold,Adult,>1K,1,2020,1,1
6563,1323000272100334028,Gold,Select,0,0,2020,1,1
6611,2002211505017056034,Silver,Select,0,0,2019,12,1
6631,3220130106031008708,Gold,Adult,0,0,2020,1,1
6830,1112309210100201073,Gold,Adult,>3K,0,2020,1,1
6854,0727200812010047250,Gold,Adult,>1K,0,2020,1,1
6883,3062110703020100072,Diamond,Select,<1K,1,2020,1,1
6905,2110000020722004770,Gold,Adult,<1K,1,2020,1,2
6953,2110000020622204777,Gold,Adult,<1K,0,2019,12,1
6957,0070106251002116775,Gold,Adult,0,0,2020,1,1
6982,7222012662000009163,Gold,Adult,>1K,0,2020,1,1
6989,7121010639000009100,Gold,Adult,0,0,2020,1,1
7078,2603170802010825083,Gold,Adult,<1K,0,2020,1,1
7253,0461014207102805016,Silver,Adult,0,0,2020,1,1
4396,5012020802011078701,Diamond,Adult,>10K,0,2019,12,2
4412,2001177792002001233,Gold,Select,0,1,2020,1,1
4437,2001202637030807102,Diamond,Adult,>10K,1,2019,12,1
4496,0080610722422017700,Silver,Adult,>1K,0,2020,1,1
4610,1200002873060016428,Gold,Select,0,0,2020,1,1
4720,0251012207101905012,Gold,Adult,>5K,1,2020,1,1
4785,2201770800102103325,Gold,Adult,>5K,0,2020,1,1
4815,7001032352030203101,Gold,Adult,<1K,0,2020,1,1
4903,0144100910000704812,Diamond,Adult,>10K,1,2020,1,3
4932,0077120920213133004,Gold,Select,0,0,2020,1,1
5012,1070033900209085228,Gold,Adult,0,1,2019,12,1
5185,1001010625740003222,Silver,Adult,0,0,2020,1,1
5196,1711010002060950057,Gold,Adult,>1K,1,2019,12,2
5206,0717100560012803913,Gold,Adult,>1K,0,2020,1,1
5259,6917400806010111008,Silver,Adult,0,0,2019,12,1
5319,0003154632400041172,Gold,Select,0,0,2020,1,1
5323,4001205647050807135,Gold,Select,0,0,2020,1,1
5328,0005127910502847400,Gold,Adult,0,0,2020,1,1
5380,0300230407183026163,Gold,Select,0,0,2020,1,2
5428,7222011651000009118,Gold,Adult,>3K,1,2020,1,3
5433,0126120270200709423,Gold,Adult,0,1,2020,1,1
5606,0915076311021054001,Gold,Adult,<1K,0,2020,1,1
5608,0200020407182046135,Gold,Adult,>1K,1,2019,12,1
5615,0100022704160272745,Silver,Adult,<1K,0,2019,12,1
5673,0600314840370179100,Silver,Adult,<1K,0,2020,1,1
5685,0707000014213258065,Gold,Adult,>10K,1,2019,12,1
5716,0001412007471205000,Gold,Adult,>1K,0,2020,1,1
5764,0002127910600547206,Diamond,Adult,>10K,1,2020,1,4
5767,6102003540701025009,Gold,Adult,0,1,2020,1,8
5773,3001308657010707132,Gold,Select,<1K,0,2020,1,1
5917,0000721328202167063,Gold,Adult,<1K,0,2020,1,1
5963,2001204677020807157,Silver,Select,0,0,2019,12,1
5970,1018502915010016072,Gold,Adult,0,0,2020,1,2
6005,2102170802010515067,Gold,Adult,>1K,0,2019,12,1
6005,2102170802010515067,Gold,Adult,>1K,0,2020,1,1
6009,0030120179101210064,Gold,Adult,0,1,2020,1,1
6045,0316010602800722481,Silver,Adult,>1K,1,2020,1,1
6070,0120120921700802547,Gold,Adult,>3K,1,2020,1,1
6077,0003127910302237203,Gold,Adult,0,0,2020,1,1
6096,3300701550099019280,Gold,Select,0,0,2020,1,1
6206,4350210100091077403,Silver,Adult,<1K,1,2020,1,1
6262,0006040271413353703,Silver,Adult,>1K,1,2020,1,1
6322,1001510616730003814,Gold,Select,0,0,2019,12,1
6334,0013204306107581033,Silver,Adult,<1K,0,2020,1,2
6425,2001810623750003225,Silver,Select,<1K,0,2020,1,1
6440,8000163702177206006,Gold,Adult,0,0,2020,1,1
6456,3011603932010036076,Gold,Select,>1K,0,2020,1,2
6497,2010210900662009723,Gold,Adult,<1K,0,2020,1,1
6550,1100072201222048609,Gold,Adult,0,0,2020,1,1
6579,0047110910812263000,Gold,Adult,<1K,0,2020,1,1
6591,6105400505107000239,Gold,Adult,0,0,2020,1,1
6605,0214001650030126724,Silver,Adult,>1K,0,2019,12,1
6705,2140110100081077460,Gold,Adult,>1K,0,2020,1,1
6723,0726200812010017248,Gold,Adult,<1K,1,2020,1,1
6737,7616000430043138085,Gold,Select,0,0,2019,12,1
6749,9002043510407414600,Silver,Adult,0,1,2020,1,1
6787,7640109001373206006,Gold,Adult,0,0,2019,12,1
6882,1010827800006164018,Diamond,Adult,>1K,0,2020,1,1
6928,7115000420012128012,Gold,Adult,>1K,0,2020,1,1
6990,5001110629720003124,Gold,Adult,0,0,2020,1,1
7024,1100072209223028306,Gold,Adult,0,1,2020,1,1
7043,1070023900802305314,Gold,Select,0,0,2020,1,1
7057,1222000272100284078,Gold,Adult,<1K,0,2020,1,1
7118,4010200670120945707,Gold,Adult,>1K,0,2020,1,1
7127,7001224040401059107,Gold,Adult,>1K,0,2020,1,1
7181,1500003875050516046,Silver,Select,0,1,2020,1,1
7187,4201021800110972104,Silver,Adult,0,0,2020,1,1
4378,0210421775007309068,Gold,Adult,>1K,1,2020,1,1
4408,7012372701040104029,Gold,Select,<1K,0,2020,1,2
4416,9200017522071021209,Gold,Adult,>1K,1,2020,1,1
4420,4002074510407114108,Silver,Adult,0,0,2020,1,1
4432,6003082510207214807,Gold,Adult,>1K,1,2020,1,2
4593,2007822321000010024,Diamond,Adult,>3K,0,2020,1,1
4597,0272102621002180003,Diamond,Select,0,0,2020,1,1
4622,7007223030101099105,Gold,Adult,<1K,0,2020,1,1
4700,3027030109064126017,Gold,Adult,0,0,2020,1,1
4748,2110000030429404777,Gold,Adult,>1K,1,2020,1,1
4819,3801093800220672108,Gold,Select,0,0,2020,1,1
4871,1410951920780010003,Gold,Adult,>3K,1,2020,1,1
4926,0728077332021054003,Gold,Adult,<1K,0,2020,1,1
4946,4200701520005019212,Silver,Adult,<1K,0,2019,12,1
4975,3001210617730003912,Gold,Select,0,0,2019,12,1
5049,2201710800801103421,Gold,Adult,>10K,1,2020,1,3
5169,0112002400362081070,Diamond,Adult,<1K,1,2020,1,2
5173,0171104694005180009,Silver,Adult,0,0,2019,12,1
5243,3000119400517509169,Gold,Select,0,0,2019,12,2
5278,2001157762002001636,Gold,Select,0,1,2020,1,2
5280,0020810702343017702,Gold,Select,0,0,2019,12,1
5282,3503170800020365067,Gold,Select,0,0,2020,1,2
5340,1930401906403071020,Silver,Adult,<1K,0,2020,1,1
5430,4210630138061008709,Gold,Adult,<1K,0,2019,12,1
5526,0501272100110311400,Silver,Adult,<1K,0,2020,1,3
5603,0400632572501038000,Gold,Adult,0,1,2020,1,3
5634,1016704975010016076,Silver,Adult,>1K,0,2019,12,1
5688,8220420138091008702,Gold,Adult,0,1,2019,12,1
5808,2121000280022060271,Gold,Adult,>1K,1,2020,1,1
5856,1276649303000109306,Gold,Adult,<1K,0,2019,12,1
5868,1210600641907308000,Diamond,Adult,>10K,1,2019,12,1
5880,0000531317201208028,Gold,Select,0,0,2020,1,2
5923,9013706544007037011,Silver,Adult,<1K,0,2020,1,1
5983,4907407120230809102,Silver,Adult,0,1,2020,1,1
6114,7222018662000009126,Gold,Adult,>3K,0,2020,1,1
6306,5000172702107406082,Gold,Adult,<1K,0,2020,1,1
6406,1010200670129025108,Gold,Adult,0,0,2020,1,1
6542,1401030000172217203,Gold,Adult,<1K,1,2020,1,1
6647,7722074330100032022,Gold,Adult,0,1,2020,1,1
6658,0507000014219398042,Gold,Select,0,0,2020,1,1
6698,0712012207204205014,Gold,Adult,>3K,1,2020,1,1
6722,0600681572401038030,Gold,Adult,>1K,0,2020,1,1
6800,7000238020101019102,Gold,Select,0,1,2020,1,1
6849,5003061940062318706,Gold,Select,0,0,2020,1,2
6888,0081021727031203014,Gold,Select,>100K,1,2020,1,2
6952,0067120920212273000,Gold,Adult,>5K,0,2020,1,2
6972,0772104644008100004,Silver,Adult,0,0,2020,1,1
